"id" "monthlySpend" "avgPrice" "age" "female" "enrollPromoValue"
653163 2.75 6.01 53 0 3
740989 84.82 4.77 36 1 5
699785 0.56 6.82 47 0 7
385267 29.05 5.92 38 1 5
427973 190.33 5.73 52 1 0
872895 3.27 5.09 38 0 5
702953 187.73 4.38 49 1 0
364227 140.96 6.29 29 1 0
763359 16.42 5.43 40 0 0
870526 4.56 5.72 36 0 7
387962 28.21 3.28 29 0 3
747237 8.58 5.36 23 1 7
709413 5.78 7.89 29 0 3
733455 42.46 5.75 42 1 7
572924 7.52 7.49 31 0 3
680479 3.17 6.78 50 0 5
559177 53.83 6.69 37 1 0
321693 2.4 5.3 39 0 3
245973 1.63 6.6 36 0 5
218285 6.33 5.33 21 0 5
768031 372.23 4.77 23 1 5
529713 400 5.15 40 1 0
879049 20.12 4.2 52 0 7
479517 94.11 4.16 23 1 3
598503 3.65 4.58 40 0 7
385717 45.77 6.25 46 1 0
513022 4.13 6.06 50 0 5
114756 48.54 4.93 53 0 3
166253 6.57 5.94 43 0 7
871052 7.91 6.68 21 0 0
473157 2.01 5.69 39 0 7
451652 66.92 6.79 44 1 0
615228 67.72 4.91 49 1 7
444780 169.21 4.94 35 1 0
339749 72.26 7.99 53 1 0
487154 29.56 4.72 24 1 7
760243 15.42 6.03 31 0 3
466126 23.77 5.57 36 1 5
511290 0.94 6.01 29 0 7
485032 42.53 5.44 27 1 7
837647 3.84 6.34 24 0 7
349551 6.33 7.56 36 0 3
547174 285.11 5.89 50 1 5
891418 50.26 4 33 1 7
115348 3.71 3.3 29 0 7
640243 2.09 7.3 31 0 7
564679 30.39 4.39 52 0 7
142706 9.66 7.1 49 0 0
395260 33.51 6.53 55 1 5
144835 0.87 6.98 33 0 7
391123 23.89 5.84 33 1 3
479288 60.05 6.62 21 1 5
329802 16.95 4.82 20 1 7
772271 139.51 4.74 37 1 0
150257 13.69 4 22 0 7
108936 2.11 5.5 42 0 7
625153 51.69 5.36 52 1 3
136566 7.64 5.77 47 0 3
854602 5.84 5.67 54 0 5
114149 3.98 5.89 28 0 7
117075 154.14 6.96 43 1 0
201339 59.16 5.39 20 1 0
396212 3.22 7.32 50 0 3
620067 39.33 6.06 29 1 3
596694 4.51 7.77 29 1 7
824585 7.99 4.52 54 0 7
771277 7.24 6.4 50 0 3
482862 18.98 6.66 22 1 7
818691 250.14 2.99 53 1 3
161081 8.81 5.45 42 0 3
305515 59.91 2.75 19 1 7
350833 117.19 4.4 27 1 3
880518 4.79 3.96 22 0 5
308665 19.48 6.28 51 1 7
197759 20.49 4.97 41 1 5
542388 18.92 4.98 21 1 5
371483 178.86 5.06 22 1 7
710426 96.94 6.38 23 1 0
697305 19.75 7.57 45 1 3
486790 23.56 7.05 51 1 5
884659 8.11 6.18 35 0 5
306733 5.11 6.53 54 0 7
501246 13.29 6.74 22 0 0
306830 26.57 6.94 49 1 3
597368 89.64 4.31 27 1 3
375914 26.59 6.65 49 1 0
842994 9.81 5.42 23 1 5
118091 216.56 6.02 36 1 0
495997 76.08 5.17 21 1 3
492897 5.39 5.89 39 0 5
744485 62.46 4.76 51 1 5
550483 3.48 4.9 24 0 5
813060 3.65 5.1 54 0 7
261452 11.92 4.55 37 1 7
622142 1.03 6.45 48 0 5
361985 1.19 7.49 51 0 7
633190 2.24 6.26 41 0 5
477983 24.63 3.27 43 0 5
114098 8.23 5.44 20 0 7
201154 19 6.49 35 1 3
325899 11.68 5.62 28 0 3
347517 7.29 4.07 29 0 5
176721 76.3 6.03 23 1 7
512353 33.16 5.21 50 0 0
158204 43.8 5.46 24 1 7
732283 300.25 3.62 46 1 0
186426 12.84 6.08 33 0 0
682788 27.68 5.21 47 1 7
140650 400 4.3 39 1 0
705599 78.09 6.06 52 1 5
795784 59.93 5.39 19 1 3
104593 14.93 6.13 44 1 5
829073 11.29 5.43 40 1 7
830606 2.12 5.67 23 0 7
767995 153.06 5.62 46 1 3
602513 4.93 5.68 55 0 7
179971 14.72 5.58 51 0 5
757151 42.04 7.35 20 1 3
517308 2.63 5.83 42 0 5
672150 38.37 4.51 31 1 5
260645 6.73 5.51 29 0 5
201546 50.66 5.06 20 1 0
173773 11.1 4.76 25 0 3
897644 4.97 5.9 37 0 5
125698 12.15 5.45 27 0 0
726277 5.54 6.28 27 1 7
696017 50.71 7.19 46 1 3
891714 33.57 5.61 20 1 7
291272 27.2 5.38 43 1 7
330776 8.29 7.24 37 0 0
840160 5.01 7.95 44 0 3
135713 7.9 6.59 33 1 7
388576 9.33 5.17 50 0 5
597208 11.82 3.69 45 0 7
482537 37.39 6.24 49 1 7
143691 27.08 5.2 33 1 5
307501 233.46 6.35 54 1 0
196413 16.29 6.44 31 1 5
843146 7.16 4.25 33 0 5
219924 95.88 4.86 39 1 5
231072 7.11 5.5 52 0 7
803001 3.48 7.95 41 0 3
561628 3.34 4.21 30 0 7
536083 30.11 6.18 23 0 0
761325 54.34 5.2 40 1 3
834600 4.71 3.62 34 0 5
405103 8.64 4.31 32 0 5
283476 216.5 5.58 45 1 5
410987 159.43 5.59 36 1 0
726432 50.39 5.86 40 1 3
731202 247.67 5.23 43 1 0
533650 48.74 4.31 32 1 7
424591 34.92 6.58 28 1 5
512777 127.72 4.39 43 1 7
573905 15.53 6.48 24 1 5
307567 7.21 7.31 28 0 3
168557 104.57 4.82 50 1 3
655203 400 4.69 54 1 3
596760 127.76 5.68 55 1 0
315564 75.31 4.79 52 1 7
328179 22.76 6.67 55 0 3
601381 17.99 5.43 39 1 7
858595 28 6.87 44 1 0
565735 14.07 6.16 20 1 5
565279 63.85 5.34 39 1 7
248135 2.35 6.25 21 0 3
129075 12.01 6.02 33 0 0
615377 11.51 5.75 19 1 5
610119 163.41 7.02 40 1 0
704577 55.53 3.76 34 0 0
661710 4.42 7.56 39 0 7
293998 26.87 7.36 50 1 0
815253 18.77 5.88 51 0 7
794084 2.56 5.19 36 0 7
264153 11.93 5.71 44 1 5
842580 28.06 6.09 43 1 5
297842 24.03 6.13 54 0 3
404519 25.91 6.41 37 0 3
486122 17.92 5.54 42 1 7
887895 25.53 6.07 45 1 5
827209 16.49 4.62 37 1 5
575916 172.4 4.9 48 1 5
615780 1.18 4.93 38 0 7
119681 132.3 4.15 41 1 0
722146 28.96 6.8 42 1 7
529046 27.45 6.78 24 1 7
411408 6.48 5.06 53 0 5
391989 2.41 6.69 43 0 3
493240 29.99 6.72 35 1 3
399189 30.1 6.58 44 1 5
205060 5.92 6.67 48 0 7
124731 69.79 3.13 44 1 3
531374 92.6 3.88 48 0 3
775713 45.61 5.03 37 1 3
537162 5.59 5.27 49 1 7
389441 14.38 7.65 40 0 0
850172 6.49 4.96 49 0 7
347066 24.49 6.24 41 0 0
259164 22.68 4.38 43 0 5
238858 2.45 7.95 27 0 5
590609 9.19 7.41 28 0 0
628176 3.39 6.12 33 0 5
792571 6.15 5.37 34 0 5
148831 81.15 4.84 53 1 5
648183 48.83 4.12 21 0 3
498524 22.54 5.96 37 0 3
646617 36.24 6.31 20 1 3
494105 157.45 5.13 26 1 0
382944 26.1 5.04 52 1 5
729078 266.51 5 54 1 0
165026 78.55 6.06 47 1 0
605229 22.13 5.49 40 1 7
259139 283.76 5.35 30 1 0
306981 17.56 5.5 54 0 3
775668 6.71 7.71 37 0 0
357711 18.18 5.11 53 0 3
561013 18.47 4.58 48 1 7
584911 99.26 6.76 43 1 3
321921 52.33 4.16 45 1 7
115830 11.58 6.51 21 1 7
302104 3.18 5.95 37 0 7
749509 48.82 5.63 21 1 3
699429 4.56 6.38 46 0 7
375852 28.02 7.4 25 1 7
748280 24.26 6.66 20 0 3
104537 14.91 4.11 27 1 5
776827 11.01 3.89 46 0 7
847287 15.82 4.21 24 1 7
149651 71.64 4.35 37 1 3
286850 35.72 4.96 32 1 7
539875 3.44 5.15 29 0 7
235966 57.85 6.77 45 1 3
762098 101.54 5.73 33 1 7
396172 8.91 3.83 36 0 7
305624 0.55 8.25 51 0 5
318324 2.61 5.1 34 0 7
334688 33.07 6.24 19 1 7
714896 8.1 4.24 28 0 3
150757 8.99 4.98 50 0 5
609621 240.7 3.58 50 1 3
522174 74.06 4.22 50 0 5
523221 3.7 5.73 32 1 7
440420 46.83 4.66 23 0 0
386432 52.3 5.6 47 1 5
494359 28.94 5.13 51 0 5
778125 16.43 3.87 33 0 7
879349 10.31 4.29 28 0 5
333322 5.91 5.77 49 0 7
211565 2 6.11 55 0 7
817803 3.48 5.39 22 0 5
712787 4.15 5.9 31 0 5
516134 22.61 5.08 32 1 7
796523 72.34 5.08 23 1 3
144065 29.79 5.42 27 0 0
176040 126.6 3.1 52 1 5
151953 14.91 5.23 47 1 5
293015 79.75 5.66 34 1 0
237369 72.55 5.81 48 1 0
356023 7.24 7.53 33 0 3
551416 6.09 6 32 0 3
418647 4.32 6.68 49 0 5
471206 48.1 7 52 1 0
523690 2.21 6.41 20 0 7
232720 99.41 5.86 45 1 5
790890 97.09 6.37 35 1 0
732094 47.31 6.79 54 1 0
510717 368.69 3.56 19 1 3
298235 58.45 4.3 32 1 5
834912 12.56 5.44 45 0 3
269439 93.47 4.52 34 1 7
314102 4.36 7.52 40 0 5
159289 38.34 4.97 26 1 3
708786 15.5 5.38 25 0 3
809547 6.39 6.8 23 1 5
411298 32.71 5.59 37 1 3
303526 6.35 6.07 19 0 3
198388 5.9 8 37 0 5
530558 13.14 6.78 44 0 3
159221 348.47 3.4 48 1 3
693956 45.8 5.69 22 1 5
501109 12.31 5.26 41 0 0
231226 17.65 5.47 30 0 0
365259 16.84 5.79 24 0 0
785872 131.03 5.31 31 1 0
239865 22.99 5.75 54 0 0
139104 21.68 4.6 53 1 7
310020 9.14 6.1 42 1 5
840388 10.75 6.95 37 0 7
621740 14.21 4.31 30 0 7
294223 3.84 5.41 47 0 7
124384 7.84 3.94 32 0 7
625225 6.86 5.14 20 1 7
535432 303.38 4.16 24 1 3
302064 1.62 8.26 24 0 7
642418 17.93 5.66 53 0 0
174700 78.6 4.56 27 1 7
785763 73.11 5.92 20 1 0
830617 2.81 6.28 31 0 5
488590 13.93 5.09 33 0 5
484820 8.64 6.01 31 1 7
381421 11.93 5.64 27 1 7
699480 54.07 6.61 53 1 0
209814 20.75 4.73 44 1 7
439372 29.98 5.52 45 1 5
887684 70.24 5.79 46 1 5
132046 27.25 4.25 26 1 7
526361 97.45 3.91 30 1 3
288924 2.67 6.32 44 0 7
166945 3.05 5.44 25 0 5
321228 52.04 6.34 22 1 7
728413 25.69 5.37 22 1 7
337422 27 5.55 21 1 7
221190 6.18 6.17 54 0 7
165791 2.13 6.88 28 0 5
455536 2.61 7.16 18 0 7
715612 28.84 4.71 24 1 7
312865 5.37 4.23 29 0 7
124242 5.55 5.98 42 0 5
876214 34.12 5.1 41 1 7
189871 5.96 6.27 41 0 5
797126 64.18 4.49 55 1 5
751133 12.37 6.93 33 1 5
295410 50.6 5.98 42 1 5
678158 1.22 5.98 55 0 7
269693 62.81 6.05 40 1 5
508365 3.35 6.64 32 0 5
240480 150.07 4.87 26 0 3
775571 11.87 4.86 45 0 5
154327 7.81 5.09 49 0 5
492087 39.51 5.35 33 1 7
179655 12.58 5.5 30 0 5
856448 48.23 5.73 42 1 0
334483 40.97 6.65 36 1 0
266671 29.21 5.45 29 1 7
715010 38.21 4.63 44 0 0
729098 11.88 6.84 48 0 0
324584 7.84 5.96 19 0 5
866090 81.84 6.41 24 1 7
360628 2.95 5.89 29 0 7
254107 167.95 5.29 32 1 0
828392 26.22 5.93 43 1 5
139050 83.51 5.45 52 1 7
480657 1.44 6.67 24 0 5
520696 19.84 4.87 38 0 5
537419 3.21 5.81 36 0 7
833829 14.15 5.77 42 0 0
537525 26.56 5.35 27 1 7
674733 22.99 5.87 35 1 3
687222 8.3 5.35 19 0 7
864136 7.98 5.42 47 1 7
453715 130.93 4.15 23 1 3
241457 48.94 4.65 51 1 5
476998 4.39 4.26 28 0 7
207480 85.76 5.8 42 1 3
238876 7.66 5.02 52 0 3
424339 60.89 5.79 38 1 3
482203 356.4 3.01 36 1 0
326914 42.24 7.91 41 1 0
493387 14.41 4.56 35 1 7
384005 107.77 7.03 50 1 0
435328 8.9 4.73 41 1 7
284296 69.47 4.05 34 1 7
792940 0.6 5.61 24 0 7
704086 5.9 4.86 26 0 3
838335 51.49 6.12 24 1 5
611700 7.09 5.23 49 0 3
572507 113.64 4.38 43 1 7
560372 79.32 6.49 40 1 0
451127 34.62 5.54 35 1 3
331778 20.42 7.27 19 1 5
428145 8.2 5.83 43 0 7
560171 10.97 6.27 43 1 5
718980 1.5 5.73 35 0 5
139477 105.42 5.8 27 1 0
821227 39.63 4.64 29 1 5
313395 2.89 4.78 43 0 5
247348 23.57 6.25 38 0 0
755351 26.62 6.09 37 1 7
103558 57.1 5.79 27 1 3
208352 3.15 6.44 44 0 7
277810 129.06 6.23 38 1 0
360285 3.15 5.56 39 0 5
582290 39.08 6.88 44 1 7
735819 4.2 6.81 27 0 5
744632 55.91 5.72 27 1 7
221006 64.14 5.52 41 1 0
105645 73.2 6.33 23 1 0
671555 7.14 5.38 23 0 3
595778 95.58 6.19 27 1 5
211910 42.78 7.06 53 1 3
577155 66.52 4.4 52 1 3
805585 6.6 7.13 45 0 7
557847 20.78 5.23 54 1 5
878193 19.49 6.19 20 1 7
226406 9.7 4.67 40 0 5
358046 13.71 6.94 45 1 3
866055 132.38 7.11 49 1 5
744860 42.84 6.12 45 1 0
529090 135.06 4.71 46 1 5
262940 187.73 4.98 48 1 0
144059 8.74 5.47 48 1 7
327598 54.12 6.77 27 1 0
261651 124.85 5.93 35 1 3
802726 7.85 5.77 46 0 3
159581 65.14 6.52 44 1 0
154722 10.68 4.54 42 0 3
601090 4.49 5.32 45 0 5
852640 10.56 5.28 19 0 3
311108 25.89 6.09 24 1 5
807202 33.94 5.75 40 1 7
639458 1.88 5.61 19 0 7
102629 94.76 3.96 47 1 3
488722 27.46 4.98 53 0 0
621881 260.86 5.13 46 1 7
888075 22.74 5.1 34 0 7
669175 9.95 5.87 41 0 3
237237 28.36 5.64 48 1 7
739850 101.48 4.3 52 1 5
352278 400 5.16 18 1 0
869368 25.97 5.4 39 1 3
450900 21.91 4.34 53 0 0
349756 7.05 6.04 26 0 3
618730 37.69 4.47 25 0 0
880154 6.57 5.46 29 0 3
709687 56.21 6.63 46 1 0
223891 17.51 6.76 31 1 7
142103 46.5 5.08 39 1 5
454815 5.02 5.35 39 0 7
867580 66.67 4.2 33 1 5
600699 7.04 6.44 44 0 3
744379 105.96 4.42 26 1 7
124897 63.94 4.42 47 0 0
263371 50.65 5.41 28 1 7
787258 6.93 6.21 28 1 5
235198 2.39 6.9 47 0 7
576877 87.4 4.37 35 1 7
383359 22.07 6.56 29 0 3
171315 26.99 5.16 53 0 7
633718 9.69 3.08 27 0 7
341268 14.11 7.39 27 0 7
383469 64.93 6.61 24 1 0
435657 45.27 5.88 48 1 3
254690 13.4 6.27 53 0 3
853168 2.05 7.47 29 0 7
820835 56.28 4.56 35 1 3
393541 30.61 6.88 51 1 3
381633 93.53 6.38 28 1 0
822003 19.63 4.7 47 0 3
571296 5.94 5.81 26 0 7
760259 6.71 4.76 51 0 3
633089 88.76 4.12 49 1 3
171221 52.79 4.71 43 1 5
643265 38.62 4.8 53 1 7
646043 23.98 5.11 51 0 0
465896 185.77 4.39 41 1 3
140990 8.57 5.36 24 1 7
494086 14.28 5.17 45 0 3
822679 4.64 6.19 51 0 3
338673 2.35 7.91 39 0 3
463783 5.42 7.21 27 0 3
389075 17.82 6.13 55 0 3
536648 42.19 5.96 31 1 5
685056 37.42 4 51 1 7
101038 7.09 6.72 41 1 7
858792 117.74 6.21 27 1 0
500311 34.82 4.71 24 1 7
186822 22.28 6.42 34 1 7
682575 46.03 4.4 40 1 5
548794 128.57 5.91 52 1 7
789034 24.54 4.41 49 1 7
647476 118.8 5.38 53 1 5
226940 1.53 7.77 40 0 3
691723 84.96 6.21 44 1 0
551064 12.25 5.08 36 1 7
157488 2.86 5.85 28 0 7
628109 114.45 5.78 42 1 7
139589 73.48 6.81 36 1 0
291602 52.3 7.63 54 1 3
283554 8.76 6.14 20 1 7
510415 22.33 4.85 25 1 7
598396 40.03 5.22 50 1 3
290030 9.09 6.41 54 1 5
849301 22.08 7.8 36 0 0
696691 85.65 4.72 30 1 3
616601 54.65 4.48 32 1 7
148362 15.82 5.44 34 0 5
809090 400 5.52 49 1 3
622618 64.12 5.62 24 1 5
329781 8 6.06 36 0 5
267972 50.34 5.07 41 1 7
452712 34.98 6.09 37 1 3
131692 4.98 4.89 50 0 7
481518 33.26 5.97 46 1 3
862639 36.5 5.77 40 1 7
280581 17.95 6.29 22 0 0
237954 30.84 6.81 40 1 7
194858 4.9 5.6 38 0 7
616396 21.38 5.41 39 1 3
272068 7.19 4.79 22 0 3
446361 37.16 5.13 36 1 5
852635 35.58 6.51 39 1 0
558872 1.92 5.83 29 0 7
747572 17.62 4.54 25 0 5
315286 11.66 7.33 41 1 7
102751 8.58 6.92 48 0 5
270879 17.32 4.88 30 0 7
713398 7.64 7.38 53 0 0
743599 70.81 4.97 48 1 7
709801 3.21 4.74 49 0 5
695412 3.51 6.41 22 0 7
754378 37.87 5.05 35 1 5
527890 18.25 5.28 35 0 0
838046 9.68 4.8 31 0 3
183777 13.48 4.87 30 1 3
865329 5.02 5.72 41 0 5
336966 38.03 6.25 46 1 0
435940 6.39 5.63 44 0 7
654614 2.66 6.96 52 0 5
423829 10.53 5.05 52 1 7
372480 36.44 5.14 50 1 5
297374 50.58 4.79 38 1 5
825064 1.38 4.43 45 0 7
596982 8.61 6.87 49 0 3
497276 11.05 6.92 43 0 3
642657 13.19 5.66 42 0 7
492451 3.19 5.57 26 0 5
848249 8.91 5.8 34 0 0
665800 143.71 5.23 42 1 0
156530 2.57 5.7 51 0 5
444431 11.2 5.85 35 1 3
650900 237.37 5.14 21 1 0
478665 1.91 6.21 29 0 7
214189 48.07 5.16 20 1 7
661840 99.29 5.8 36 1 5
504151 75.47 5.5 39 1 5
499644 30.72 6.91 29 1 3
157230 18.21 6.03 23 1 7
613034 55.8 5.02 42 1 5
413438 6.66 6.57 40 0 5
190701 47.11 5.56 49 1 3
400522 5.82 7.05 25 0 3
601755 29.66 5.69 24 1 3
442318 134.67 5.22 46 1 0
721084 278.48 4.84 45 1 0
564340 39.57 6.77 30 1 3
575425 11.52 5.85 23 0 3
892054 14.57 8.35 38 1 3
751987 126.23 4.77 46 1 3
170246 1.24 5.86 26 0 7
477300 128.94 5.43 45 1 3
698725 61.4 4.54 32 1 5
471156 8.58 5.89 25 1 7
172433 18 4.86 40 1 7
407136 106.55 5.83 40 1 0
555681 4.41 5.96 35 0 7
878408 72.22 4.53 38 1 3
146184 16.79 5.11 31 0 7
306902 5.6 5.51 46 0 7
205351 9.77 6.83 45 0 0
109977 209.51 4.12 52 1 3
632587 19.16 5.06 50 0 3
506105 3.8 6.73 49 0 5
572543 194.87 4.99 44 1 0
602312 58.15 6.12 46 1 7
225328 144.76 6.52 39 1 0
812423 248.88 5.28 52 1 3
791038 90.76 5.45 34 1 3
265357 23.36 6.74 23 1 7
782376 52.9 3.87 31 1 3
893764 94.35 5.17 45 1 3
749899 21.38 5.03 20 1 7
376945 12.97 5.78 44 1 5
351464 4.11 5.16 25 0 5
383342 2.68 6.71 32 0 7
529483 57.23 5.13 50 1 7
273117 12.21 4.58 45 0 7
625496 139.74 4.64 46 1 3
475229 39.35 5.47 40 1 0
460341 6.62 6.01 28 0 5
544700 18.34 5.51 30 0 0
229677 7.55 4.27 47 0 3
800509 190.64 6.48 30 1 0
619944 48.29 5.85 53 1 3
142994 5.41 4.41 41 0 7
351479 36.21 6.24 42 1 7
126911 2.57 5.43 18 0 5
322758 15.39 6.03 38 0 7
134936 42.51 5.62 23 1 3
175303 172.06 5.3 35 1 0
229984 15.5 5.44 46 0 0
890550 16.37 7.87 29 1 7
597790 164.83 7.27 20 1 7
669419 65.96 5.42 55 1 5
228724 64.28 5.52 53 1 0
652212 5.89 4.35 31 0 7
704890 2.12 7.19 43 0 7
332295 5.22 6.44 27 0 3
218541 22.1 6.63 21 1 3
144930 20.46 5.88 20 1 7
234438 128.13 5.38 19 1 0
453595 64.95 5.31 39 1 5
482778 35.88 5.27 54 1 7
720580 3.5 6.16 28 0 5
243669 0.82 9.15 29 0 7
717089 12.29 4.61 51 0 5
853415 79.35 5.18 26 1 0
200813 40.07 6.29 53 0 0
240937 59.14 4.87 24 1 5
590036 258.81 3.16 31 1 3
257253 26.3 6.35 51 1 7
580652 1.57 6.68 29 0 5
495827 2.52 5.6 40 0 5
686721 9.73 4.79 49 0 5
106171 13.64 6.38 32 0 5
284703 10.17 5.3 54 0 7
353904 79.5 3.14 55 1 3
596044 1.81 5.61 27 0 7
188263 5.29 6.02 36 0 3
671269 17.02 4.05 48 0 3
694187 400 5.21 37 1 7
148149 169.85 5.22 35 1 7
419999 67.45 5.16 38 1 3
731594 119.1 5.56 25 1 0
297877 50.42 7.48 44 1 3
300492 4.34 5.57 28 0 3
195360 32.53 6.9 44 1 0
438073 3.96 4.92 33 0 7
897462 0.46 7.43 33 0 7
858335 56.62 6.21 29 1 7
784513 64.62 5.45 21 1 5
797518 42.2 4.7 48 0 0
387032 9.07 5.35 45 0 3
540525 58.54 6.87 25 1 3
302017 4.81 4.75 53 0 7
173589 19.7 4.01 33 0 3
263352 55.3 6.78 32 1 3
691599 35.22 4.32 48 1 5
823187 1.68 4.92 49 0 5
787216 5.16 4.29 37 0 3
138747 14.56 5.03 43 1 7
315188 4.86 5.81 43 0 5
802828 4.65 5.77 49 0 5
766163 1.26 5.78 40 0 7
518058 11.24 7.07 38 1 7
271604 33.79 4.26 21 1 5
699762 15.27 7.01 43 1 3
878847 0.8 6.99 23 0 7
499224 83.52 5.96 53 1 5
654694 11.47 4.26 53 0 3
620229 22.81 6.71 45 1 7
458949 54.83 3.81 38 0 0
825535 11.57 5.29 38 0 3
136071 40.81 6.36 21 1 5
897331 7.19 5.83 40 0 5
727424 2.89 7.63 21 0 0
807672 21.62 5.5 49 1 5
696988 48.15 7.75 40 1 5
615382 72.9 5.7 21 1 3
580349 2.05 5.87 37 0 7
877201 36.09 6.91 45 0 0
252101 19.53 6.94 30 1 7
170897 112.25 5.62 44 1 0
334480 0.92 5.64 29 0 7
647211 9.23 6 32 0 3
299557 9.11 5.52 18 0 5
405129 28.44 5.78 33 1 3
187523 73.08 5.84 19 1 7
489714 55.61 6.91 18 1 3
265977 43.81 5.63 34 1 3
873949 35.65 5.25 50 1 7
612722 36.63 4.93 50 1 5
466321 2.61 5.83 22 0 5
159525 41.18 8.21 53 1 0
802327 16.09 6.17 27 1 5
813789 7.01 6.65 40 1 7
603985 16.07 7.69 47 1 5
789244 28.96 4.86 49 0 3
629317 1.73 5.72 26 0 5
676654 66.98 4.78 44 1 7
548092 6.69 8.6 29 1 7
653866 21.7 6.52 36 1 3
899916 16.98 4.52 49 0 3
219854 15.85 5.84 46 0 3
348133 15.6 6.47 50 0 0
673881 80.17 3.95 35 1 3
622978 19.05 5.42 53 1 5
583162 1.66 6.59 49 0 3
756901 93.08 6.15 39 1 3
479484 42.98 4.25 50 1 3
452124 1.14 5.96 52 0 7
310287 2.73 6.2 29 0 5
816575 7.42 4.93 44 0 5
300695 42.94 7.21 48 1 0
350852 67.08 5.86 29 1 3
215253 252.01 3.73 26 1 7
530138 43.08 5.05 45 1 7
696067 44.32 6.27 52 0 0
494462 9.36 6.84 44 1 7
226952 18.89 5.02 37 0 7
881510 138.47 3.5 42 1 7
296416 3.19 5.55 18 0 7
404090 74.35 5.6 41 1 0
209113 7.49 5.72 25 0 7
266268 3.9 5.07 39 0 7
290290 53.4 4.36 37 1 7
150193 1.42 6.77 44 0 5
865209 9.05 5.7 26 0 5
336300 18.74 6.35 48 0 0
344314 24.02 5.96 41 1 5
696201 4.46 6.06 29 0 7
637620 4.17 4.77 43 0 3
489440 1.25 6.66 44 0 3
267090 3.39 5.55 28 0 5
107244 63.08 4.23 50 0 0
748389 75.78 3.57 31 1 5
112515 31.9 6.54 23 1 0
579584 174.24 4.09 49 1 5
124264 24.02 6.23 36 1 7
596528 3.32 6.38 24 0 5
311718 17.47 6.05 45 0 0
297247 2.54 4.48 35 0 7
213994 2.19 5.87 41 0 5
161611 122.97 5.58 24 1 0
461375 400 6.08 46 1 0
529669 16.13 6.38 22 1 7
520500 19.32 7.38 18 0 0
664300 99.13 5.93 30 1 7
337355 307.88 5.13 47 1 0
827243 88.81 7.27 44 1 7
686914 132.67 5.21 21 1 0
898173 13.41 5.22 32 0 0
187967 32.33 5.55 53 1 5
533381 1.39 6.47 23 0 5
376835 12.51 4.72 47 0 3
306433 11.85 6.43 30 0 7
310734 109.81 5.28 44 1 3
736292 4.28 4.94 35 0 5
177689 3.69 5.73 32 0 3
640301 158.04 5.88 29 1 3
175561 8.46 5.87 39 1 7
391183 34.85 5.62 26 0 0
179807 11.56 4.65 39 0 3
359451 89.61 6.32 53 1 5
324104 15.79 6.8 50 1 3
695349 33.9 4.55 31 0 0
313176 14.81 5.95 54 0 5
854982 208.02 3.77 41 1 3
504948 99.97 5.26 23 1 0
358388 5.97 6.99 21 1 7
726434 34.56 4.49 19 1 7
638905 68.43 7.3 40 1 0
270084 1.85 6.1 29 0 7
696637 2.94 7.1 25 0 7
642207 4.48 6.22 20 0 3
526017 21.33 4.39 44 1 7
277311 25.09 6.47 48 1 7
491509 8.11 5.73 43 0 3
392095 7.18 6.11 26 0 5
126907 3.98 4.81 21 0 5
311603 2.15 8.31 45 0 5
495053 40.46 5.87 43 1 5
324437 3.15 5.67 27 0 5
441446 115.22 6.37 53 1 7
246725 24.24 5.18 36 1 7
541469 38.64 5.11 41 1 5
783683 150.99 6.24 38 1 0
700318 66.11 5.47 55 1 0
242314 8.16 4.69 44 0 7
156606 37.09 5.52 21 1 3
825946 9.69 6.33 42 0 7
818290 17.72 5.74 53 1 5
396056 16.82 4.37 51 1 5
375009 26.04 6.37 47 1 5
878920 26.58 5.71 36 1 3
657928 289.82 4.05 49 1 3
715563 155.11 5.69 32 1 5
382752 5.35 5.92 37 0 7
807708 6.38 5.72 53 0 0
638948 87.83 5.99 39 1 3
357564 30.2 6.1 40 1 3
177017 5.66 7.01 39 0 5
813204 6.34 5.88 46 0 7
892236 16.11 6.56 33 0 3
372261 75.17 5.14 50 1 3
395929 220.68 3.73 37 1 3
342106 100.47 4.37 36 1 3
223292 7.98 6.08 20 0 3
623027 299.06 3.92 28 1 7
237761 46.85 4.35 28 1 5
617127 42.51 5.17 40 1 7
723862 400 4.18 22 1 7
453751 6.27 6.89 52 1 3
426382 6.92 6.14 49 0 5
251299 56.97 6.89 34 1 0
157153 32.01 5.73 32 1 7
318715 101.23 4.15 23 1 3
435136 2.72 6.74 54 0 5
589385 3.26 5.13 48 0 7
346518 6.26 5.52 37 0 5
696756 15.86 5.02 30 0 3
664310 65.11 5.59 23 1 0
234751 40.38 5.78 54 1 7
551499 49.79 3.88 31 0 0
114313 2.2 6.59 41 0 3
440679 149.52 5.94 53 1 0
781651 41.83 4.88 53 1 7
601984 34.8 6.99 41 1 3
738497 57.39 3.98 27 1 5
538171 15.33 5.09 41 0 0
154254 69.51 6.36 48 1 3
205500 142 4.88 54 1 0
384000 10.59 6.3 35 0 3
425073 12.26 3.96 26 0 3
116691 34.66 6.87 53 1 3
811915 3.08 7.05 38 0 7
532827 16.28 8.02 52 1 3
667557 162.94 5.2 26 1 3
296090 18.62 7.25 31 1 7
556989 2.84 4.97 48 0 7
100831 4.3 5.97 36 0 5
799264 62.45 5.15 33 1 3
568723 1 5.56 54 0 7
327964 2.63 6.05 21 0 5
482110 25.26 5.09 30 1 7
