"id" "enroll" "age" "female" "enrollPromoValue"
140220 0 53 1 0
694714 0 32 0 0
846063 0 31 0 0
447682 0 24 0 0
365830 1 18 1 3
488340 1 40 0 5
120334 1 45 1 3
724370 1 55 1 3
859806 0 26 0 0
557543 1 34 1 5
581748 1 53 1 3
277323 1 45 0 7
877056 1 18 0 0
880256 1 25 1 0
724694 0 43 0 0
148438 1 22 1 3
443957 0 52 1 3
269403 0 31 1 0
278410 1 44 1 0
731310 0 55 0 3
468204 0 21 1 0
396986 0 44 0 0
495211 0 35 0 0
644163 1 51 1 5
789630 1 39 1 5
803916 1 43 0 0
330584 0 54 0 0
365387 0 37 0 0
766101 1 38 1 0
391871 0 35 0 0
695608 0 34 1 0
402363 0 24 0 0
552376 0 30 0 0
721586 1 40 1 0
495178 1 38 1 0
853594 1 52 0 7
145011 1 38 1 7
534624 1 37 0 3
304382 0 53 1 0
198574 1 40 0 0
121463 1 43 1 3
808038 0 33 1 0
341208 0 28 0 0
195844 0 36 0 0
204777 1 28 0 0
252499 1 48 1 3
219681 0 51 1 3
275598 1 45 1 3
707955 0 22 0 0
888121 0 51 0 0
378392 0 33 1 3
683123 0 49 1 0
385830 1 44 0 3
265251 1 48 0 0
714220 1 40 1 5
202750 0 46 0 0
577609 0 18 0 0
393712 0 43 0 3
640547 0 44 1 0
478020 1 50 1 0
520551 0 32 0 0
525517 1 21 0 5
880207 0 53 0 0
308628 1 30 1 5
855899 0 53 1 0
345030 0 36 1 0
708796 0 54 1 3
103001 1 19 0 3
587622 0 28 0 0
177192 0 28 0 7
298304 1 35 1 7
122261 1 43 0 0
134850 0 20 1 0
332789 0 37 0 0
152637 1 34 0 5
763881 0 33 0 0
199461 0 26 1 0
586894 1 52 1 0
670548 0 19 1 0
373136 0 35 1 0
418541 0 28 1 3
618219 0 20 0 3
153948 0 28 0 0
564973 0 30 1 0
761354 0 30 0 0
480872 1 20 1 0
698807 1 47 0 0
120500 0 38 0 0
525134 0 40 0 0
702912 0 26 0 0
294086 1 40 0 0
752626 0 32 0 7
233060 1 36 1 5
658540 1 54 1 7
726335 1 42 1 0
390672 1 36 1 0
594106 0 46 0 0
842653 0 54 0 0
308954 0 54 0 0
732247 1 37 1 0
120136 1 41 0 0
371364 1 44 1 0
513401 0 40 0 0
175380 0 28 1 0
620514 1 35 0 0
856493 0 27 1 0
508077 1 21 1 5
677147 1 53 1 3
745330 1 40 0 7
420270 0 51 0 5
102107 0 24 0 0
377270 0 21 0 0
260214 1 50 0 5
451658 0 22 0 3
175955 0 23 0 0
756633 0 46 1 0
703221 0 24 1 0
323941 0 23 0 0
171178 0 48 1 0
479136 1 52 1 5
554015 1 48 1 3
250511 0 43 1 0
423132 1 53 1 0
885100 0 52 1 0
773903 0 54 0 0
241935 1 38 0 7
828338 0 40 0 3
109488 0 50 0 0
892681 0 43 0 3
761573 1 29 0 5
299778 1 45 1 0
595332 1 28 1 3
493424 0 32 1 0
716933 0 27 0 3
480199 1 26 0 7
401442 0 52 0 0
628551 0 37 1 0
357746 1 32 1 5
118050 0 33 0 0
890420 0 50 1 0
626549 0 26 1 0
159391 0 47 1 0
194486 1 52 0 0
212371 1 50 1 0
808464 0 19 0 0
337124 0 22 0 0
883482 0 34 0 0
606637 1 53 0 0
740350 1 28 0 7
385605 0 34 1 0
210123 1 28 0 7
161942 0 27 1 0
405260 1 39 1 7
433575 0 28 1 3
560344 1 25 0 7
819209 1 52 1 0
308658 0 52 0 0
116887 0 26 1 0
674906 1 21 1 0
680552 0 30 0 0
800434 0 51 0 0
793044 0 42 0 5
146087 0 47 1 0
734832 0 48 0 5
489827 0 54 1 0
265390 1 34 0 0
667314 1 50 0 7
754729 0 19 0 0
614500 0 51 0 0
456557 0 52 0 7
121230 1 54 1 5
830168 0 32 1 0
652289 0 29 1 3
226749 0 28 0 0
715846 0 33 0 0
162134 0 26 0 3
527575 0 44 0 7
865051 0 25 1 0
875782 0 43 1 0
258305 0 21 0 0
519901 0 53 1 0
850261 1 22 0 3
523164 0 27 1 0
142205 0 19 1 0
314527 1 23 1 0
139145 0 34 0 3
814742 0 52 1 5
767562 0 33 1 0
533889 1 38 1 3
347127 0 37 1 0
470200 0 43 0 0
351633 1 39 1 3
474963 0 48 1 0
404829 1 45 1 0
837074 1 29 1 5
765948 1 34 0 0
272119 0 43 1 0
285638 0 36 1 0
459117 0 25 0 0
374916 1 50 1 5
472471 0 37 0 3
881335 0 28 0 0
499168 1 45 1 0
617317 1 53 1 5
584489 0 29 0 5
625393 0 36 1 0
815758 0 34 0 0
102811 0 35 1 0
587261 1 53 0 5
822707 1 44 1 0
638889 1 30 0 3
635175 0 49 1 3
285539 0 39 0 0
328836 0 52 1 0
215354 0 32 0 0
449142 0 52 0 0
715311 1 21 0 7
742638 0 24 0 0
806776 0 42 1 3
692706 0 47 1 3
565185 0 20 0 0
545550 0 54 1 5
328902 0 38 0 0
806109 0 26 1 0
518075 1 41 1 5
372361 1 38 1 3
621311 1 23 0 0
250521 1 40 1 3
795955 1 41 0 7
624861 1 46 1 5
138088 1 27 1 7
705555 0 41 1 0
887848 0 48 0 0
121208 1 43 0 5
607251 0 42 0 0
207227 0 21 0 0
507811 1 49 1 0
716120 0 42 0 0
514224 1 30 0 3
897188 1 23 0 3
788302 0 48 0 0
568020 0 31 1 3
243566 0 36 1 0
798528 0 27 1 3
575580 1 55 1 7
762621 1 27 0 5
455762 0 33 0 5
605647 0 28 1 0
426347 0 24 1 3
414991 0 52 0 0
370050 0 52 1 0
165816 1 31 0 0
119363 0 33 1 0
136992 0 31 0 5
545522 0 43 0 3
611277 1 49 1 7
625342 0 40 0 0
181537 1 29 0 5
379471 0 36 0 0
334148 1 28 1 5
843163 1 30 1 0
591973 0 23 1 7
815946 1 44 1 7
162929 0 42 0 0
894782 0 45 1 3
382748 0 40 1 0
433759 1 35 0 7
782145 0 34 0 0
282227 1 54 1 0
627173 0 37 0 3
828652 0 36 0 0
484181 1 22 1 0
106504 0 45 0 0
562709 0 50 1 0
113646 0 33 1 0
517363 0 21 1 5
810533 0 29 0 5
511601 0 52 1 0
264771 0 39 1 7
409435 0 31 1 0
612441 0 30 1 0
565895 0 34 1 3
276848 0 52 1 0
318408 0 55 0 0
868308 0 54 1 5
372470 0 37 1 0
218305 0 19 1 0
447666 1 26 1 5
403160 0 23 0 0
220725 1 32 1 7
510416 1 49 0 5
377283 0 50 1 3
112765 0 30 1 0
383641 0 19 1 3
221177 1 52 1 5
500856 0 20 1 0
702111 0 49 0 0
392178 0 25 0 5
299147 0 34 0 3
186056 1 38 0 5
376721 1 19 1 5
293068 0 49 1 0
576478 0 47 1 0
665414 1 52 0 0
230582 0 33 1 3
834254 0 51 1 5
236363 1 27 1 0
341575 1 44 1 7
190220 1 42 1 3
352585 1 48 0 0
698746 0 46 0 0
354774 0 30 1 5
230416 1 25 1 0
571792 1 35 1 7
818060 1 24 0 7
545021 1 43 1 5
802178 0 20 0 0
888029 0 35 1 3
109453 0 27 1 3
503060 0 43 0 0
567695 0 28 1 0
415451 0 28 0 0
702441 0 36 0 0
644466 1 41 1 5
230222 0 22 0 0
399801 0 27 1 0
256352 0 37 1 0
518512 0 44 1 0
149908 0 50 1 0
707301 0 47 1 0
784982 1 52 1 5
637682 0 37 0 0
355461 0 35 1 0
306839 1 28 1 0
797188 0 32 1 0
258334 1 19 0 7
461949 1 43 1 5
541867 0 25 1 0
225667 1 41 0 0
691023 1 41 1 0
147127 0 30 1 0
357510 0 24 1 0
234797 1 27 0 0
247171 0 35 0 3
744384 0 50 1 0
452522 0 20 1 3
660121 1 42 1 5
545616 0 40 0 5
392189 0 33 0 3
537671 0 43 1 0
230669 0 37 0 0
523199 1 47 1 5
526959 1 18 0 3
781458 0 42 0 0
738276 0 25 0 3
671341 0 44 1 0
137059 0 26 0 3
506250 0 50 0 5
571284 0 53 1 0
208798 1 47 1 7
100016 0 33 0 0
597883 0 31 1 3
586622 1 29 1 7
278960 0 45 1 0
507541 1 48 0 3
762911 0 37 0 0
871760 0 43 0 0
454771 0 52 1 0
711429 0 37 0 0
725313 0 50 0 0
249396 1 55 1 3
163423 0 26 0 0
273761 0 54 0 0
550629 0 25 1 3
769278 0 47 1 5
611602 0 46 1 0
731054 1 30 1 3
140781 0 35 1 0
342692 0 39 0 0
649367 0 19 0 0
393420 1 29 0 0
546498 1 24 1 7
816870 1 19 1 0
272168 0 20 0 0
107886 0 34 0 0
659581 0 45 1 0
401810 1 31 0 7
804422 0 24 1 3
358805 0 40 1 0
290139 0 50 0 3
194296 0 44 1 0
872949 1 21 1 0
714822 0 50 0 0
748909 1 25 1 0
277152 0 25 1 7
191272 0 22 0 0
124040 1 37 1 5
645468 1 51 0 7
246588 1 42 0 0
792589 1 35 0 0
674149 0 31 1 0
893300 0 39 0 0
779023 0 23 0 5
162081 1 27 0 5
587270 1 30 1 7
764955 0 24 1 0
740855 1 30 0 3
867373 1 27 0 3
378224 0 34 0 0
583164 1 43 0 5
869937 0 27 0 0
650536 0 31 1 0
235834 0 27 0 7
374675 0 44 1 3
420714 0 38 0 0
203283 0 18 1 5
634791 1 34 0 7
494975 1 48 0 5
272751 0 19 0 0
243845 1 28 1 7
292133 0 52 0 0
652731 1 31 1 7
270521 1 36 0 0
182846 1 23 0 0
382907 1 44 1 5
706756 0 43 0 0
193856 0 29 1 3
455220 0 47 1 0
862099 0 27 1 0
649963 1 35 1 3
430190 0 37 0 3
490480 1 23 0 0
382821 0 54 1 3
178312 0 41 0 3
522166 1 41 1 3
364809 0 26 0 0
119465 0 51 1 0
277347 0 19 1 0
231424 0 24 0 0
512959 1 39 1 3
750899 0 26 0 0
351189 0 37 1 0
204393 0 27 0 0
803033 0 40 0 0
276905 0 54 0 0
176328 1 38 1 0
112495 0 29 1 0
759496 0 36 0 7
566263 0 26 1 0
799929 0 24 0 0
696125 1 33 0 0
530996 0 25 1 0
857927 0 36 0 3
429078 1 50 1 0
617718 1 45 0 5
759263 1 48 0 7
339839 0 51 0 0
258948 0 37 0 0
651762 1 26 0 0
617652 1 55 0 7
629423 1 28 1 3
120126 1 45 1 5
270154 1 49 0 7
511920 1 51 1 0
512588 0 43 0 0
716703 1 55 0 3
852813 1 19 0 0
562856 1 35 0 3
146864 0 39 1 0
504672 0 35 1 0
165604 0 26 0 0
546519 0 24 0 0
780634 1 47 1 7
546047 1 29 0 7
815624 1 24 0 3
325130 1 51 0 0
358524 0 32 1 0
497613 1 22 0 0
376793 0 32 1 0
712062 1 23 0 5
327485 0 40 1 0
319446 0 46 1 0
353435 0 51 1 0
709516 1 50 0 0
509520 1 36 1 0
303892 0 32 0 0
614494 1 22 1 5
783222 0 51 1 0
458581 0 19 1 3
690790 0 49 0 0
343253 0 28 1 0
539234 1 45 1 3
455391 0 54 1 0
565783 0 47 1 0
758682 1 22 0 3
544785 0 24 0 0
792621 0 24 1 0
654861 1 48 0 0
326575 0 31 0 0
150772 0 19 0 3
460023 0 30 1 5
168811 1 35 0 0
599913 1 21 1 7
175654 0 41 1 0
294245 0 31 0 0
423161 0 21 1 0
851809 1 26 0 7
383978 0 35 0 0
758291 0 25 1 0
360748 0 26 0 0
838327 0 20 1 3
582491 0 34 1 0
711253 0 26 0 0
576247 0 47 0 0
290454 0 28 0 0
683647 0 45 0 0
417255 1 33 0 7
156001 0 43 0 0
317511 0 27 1 0
424598 0 29 1 0
866454 1 54 0 3
478410 1 42 0 7
110062 0 27 1 0
715392 0 40 1 3
151453 0 43 0 0
226833 0 42 1 3
317817 0 31 1 5
417156 0 44 1 0
533494 0 36 1 0
229895 1 53 1 0
242801 0 18 1 0
485977 0 40 0 0
686401 0 36 0 0
641690 0 53 0 0
297725 0 48 0 0
842943 0 51 1 0
664746 1 25 1 3
892095 0 37 0 0
314132 0 18 1 0
366702 1 51 0 7
497494 0 34 1 3
428742 0 28 1 0
573098 1 31 0 0
267368 1 37 1 0
667668 0 39 0 3
656016 0 39 0 0
395540 0 41 0 0
844450 0 53 1 0
862158 0 39 1 3
297822 0 21 1 7
434924 0 19 1 0
248029 1 41 1 3
249272 0 21 1 0
455797 0 21 0 5
594939 1 27 1 0
296438 0 30 0 0
703769 0 54 0 0
705730 0 29 0 0
670800 0 47 1 0
624958 0 46 1 0
721350 1 36 1 7
406850 1 55 0 3
441757 1 51 1 0
648669 1 43 1 7
233621 0 40 1 0
500366 1 47 0 5
887661 1 52 0 3
457448 0 43 0 0
100346 0 34 1 0
168407 0 20 1 0
174018 1 45 0 7
219472 0 53 1 0
778143 0 51 0 3
597794 1 39 1 5
232426 1 49 1 7
408585 1 35 0 7
309014 1 39 0 3
249820 1 31 1 0
217996 1 32 1 0
777921 1 32 1 0
656399 1 34 1 3
692677 0 23 0 0
794767 0 28 1 0
252011 0 40 0 0
488788 0 22 0 0
846554 1 27 0 5
547652 0 24 1 0
467432 0 48 0 5
168440 0 33 1 5
432157 0 47 0 7
172974 0 20 1 3
602382 1 23 0 3
489384 0 45 0 3
284950 0 23 0 0
332165 1 53 1 5
688999 0 25 1 3
303210 0 24 1 0
812779 0 44 0 0
155961 0 46 1 0
703937 0 23 0 0
417174 1 46 0 3
196005 0 49 1 0
413704 0 31 0 7
847456 0 37 1 0
106329 0 40 0 0
595326 1 45 0 3
210566 1 48 1 0
392738 0 52 0 0
213222 0 49 0 0
187503 0 54 1 0
144270 0 45 0 0
181172 0 48 1 0
378901 0 48 1 0
121140 0 46 1 5
139490 0 37 0 3
856647 0 33 0 0
893457 0 31 1 5
363438 0 45 0 0
404970 0 43 1 0
157404 0 54 0 0
818929 0 47 0 0
246166 1 40 0 0
360339 0 38 0 3
243084 0 43 0 0
502488 1 23 0 7
585161 0 43 0 0
827199 1 31 0 7
467210 0 41 1 3
796124 0 48 0 0
105717 1 45 1 0
580869 1 50 1 3
397159 0 48 1 0
743047 1 20 1 5
264360 1 42 1 0
493747 0 30 0 0
279432 0 35 0 5
487221 0 36 0 3
730972 1 18 1 0
751037 0 44 1 0
132251 0 42 1 5
757715 1 23 0 0
484885 0 37 0 0
107894 0 54 0 0
491908 0 25 0 0
299656 0 43 1 5
752964 0 43 1 0
311103 0 51 0 3
588052 0 23 1 0
846452 0 31 1 0
414294 1 35 1 7
714271 0 32 0 0
893567 0 28 0 0
770934 1 44 1 0
559713 1 50 1 7
222774 0 52 1 0
829826 0 48 1 3
743189 0 47 1 0
317496 0 55 0 0
567339 1 30 1 7
431601 1 54 1 3
319919 0 40 0 0
761458 0 52 1 5
717236 0 44 1 0
353776 0 54 0 0
520964 1 35 1 7
330473 1 53 1 0
652872 1 50 0 0
192272 1 23 0 7
549977 1 52 1 3
370442 0 52 0 0
250831 0 33 0 0
387199 0 31 1 0
786825 0 52 1 3
713250 0 41 0 3
491965 1 24 1 5
227162 1 27 1 0
864906 0 27 1 0
273226 0 26 0 0
798225 0 53 1 0
441401 1 32 0 7
612954 0 30 1 0
394697 0 49 1 0
437429 1 29 0 0
895544 0 28 1 0
631317 0 50 1 3
747255 0 20 0 0
604140 0 53 0 3
777169 0 52 0 0
172091 0 49 1 7
891574 0 31 0 0
464611 0 18 0 0
563118 0 32 0 0
855199 1 49 1 3
251653 0 21 1 0
330135 0 43 0 0
132127 1 40 0 5
889294 0 44 0 0
663918 1 18 1 3
430421 1 44 0 3
410904 0 39 1 0
398308 0 20 0 3
694790 1 48 1 7
271963 0 36 1 0
746172 1 39 0 7
569215 0 48 1 0
281344 1 36 0 0
588861 0 22 1 0
695984 1 49 1 0
232023 0 20 0 3
362184 0 50 0 0
492859 0 33 0 3
135007 0 46 0 5
788793 1 35 1 0
481104 0 33 0 3
756953 0 30 0 0
879377 0 23 0 0
701682 0 30 0 3
361883 0 47 0 0
137548 0 33 1 5
311886 0 28 0 0
341628 1 41 0 0
350711 1 53 0 5
630432 0 22 0 0
405178 0 19 0 0
287428 0 32 1 0
396368 1 50 0 5
407087 0 44 0 0
526224 1 23 0 3
233014 0 34 0 0
320624 1 37 1 0
383072 0 40 0 0
203356 0 30 0 0
666313 1 28 0 5
259150 1 22 0 7
545762 0 23 1 5
795076 0 48 1 0
318710 0 19 1 0
641997 0 44 0 0
616369 0 36 1 0
605888 1 54 0 0
156533 1 33 0 0
803732 0 43 1 0
841511 0 44 0 0
827554 0 26 1 0
156241 1 29 0 3
793089 0 19 0 0
525292 0 53 0 0
360444 0 52 0 0
451901 0 44 1 0
557556 0 46 0 0
735366 1 39 1 5
130389 0 52 1 0
617321 0 24 0 0
671171 0 39 0 5
766104 0 31 1 0
637125 0 51 1 0
432977 0 21 1 0
893291 1 51 0 3
230575 0 29 0 0
303262 0 51 0 0
870041 0 41 1 3
606786 0 48 0 0
365563 1 52 1 0
357886 0 51 0 0
761438 0 34 1 0
485375 0 30 0 3
303240 0 52 0 0
714625 0 26 0 0
555813 0 53 1 0
311072 1 24 0 3
330654 0 49 1 7
744634 0 39 1 0
726636 0 37 0 0
673713 0 21 1 0
669817 0 49 0 3
512420 0 26 0 0
726506 1 20 1 3
713956 0 35 0 0
102309 0 39 0 3
104909 0 38 0 0
159491 1 27 0 3
787305 1 35 1 7
351953 0 21 0 0
618839 0 27 1 3
851368 0 48 0 0
338769 0 23 0 0
609998 1 40 0 3
418161 0 50 1 0
895741 1 27 0 0
497959 1 22 0 0
457101 1 36 0 3
127663 0 43 1 0
326416 0 25 0 0
352995 0 43 0 0
871040 0 19 1 0
333982 0 35 1 7
490497 0 47 0 0
208506 0 30 0 0
173224 0 31 0 0
874128 1 44 1 0
174789 1 21 0 5
155492 0 37 0 0
781745 0 26 1 3
444896 1 28 0 5
739822 0 45 0 0
342394 1 35 1 5
597901 1 32 1 5
866898 1 28 0 0
641808 1 53 1 7
731730 0 32 1 0
437994 1 34 0 0
488862 0 51 0 0
589369 0 53 1 3
861896 1 34 1 0
256185 1 42 0 3
360732 0 25 1 0
292938 1 27 1 0
412370 1 41 0 5
408385 0 20 1 0
458433 0 46 0 0
427753 1 29 1 7
695513 1 43 0 0
209462 0 51 1 5
881130 0 30 1 3
242828 1 40 0 3
634567 0 30 1 0
169479 0 33 0 0
206171 1 31 1 0
502934 0 23 1 3
308381 1 35 1 7
715735 0 54 1 0
469614 0 30 1 0
741634 0 27 0 0
203966 0 28 0 3
379022 0 48 0 0
522232 0 51 1 0
346273 0 47 1 0
237180 1 52 1 7
698778 1 42 1 7
809203 0 45 0 0
211967 1 52 1 3
494829 1 31 0 3
306609 0 28 0 0
679901 0 54 1 0
213237 1 52 1 5
478658 1 53 1 5
633810 0 51 0 0
791403 0 45 0 0
809007 1 41 0 7
173045 1 49 1 5
860315 0 55 0 0
116848 1 47 0 5
255335 0 38 0 0
173742 0 32 1 0
373782 1 32 0 7
230772 0 19 1 0
732308 0 41 0 5
489670 0 31 0 3
170551 0 20 1 0
409005 0 21 1 0
280737 0 22 0 0
283953 0 34 0 3
740185 0 25 0 0
562694 1 40 0 3
888954 0 39 1 0
754510 0 51 1 3
387143 0 24 1 0
636121 0 55 0 0
536985 0 30 1 0
126108 1 46 1 7
820605 1 36 1 0
270994 0 28 0 0
663488 1 50 0 5
289296 0 42 0 0
818334 1 40 1 0
422181 1 54 1 0
435251 1 46 0 0
787667 0 20 0 0
824175 0 22 1 3
195750 0 32 1 0
821725 0 24 0 7
281767 0 32 1 0
493807 0 31 1 0
169750 0 26 0 0
413421 0 30 0 0
701223 0 51 1 0
821747 0 33 0 0
343174 1 41 1 0
403815 0 48 1 3
829271 0 27 1 0
214266 0 53 1 0
242949 0 22 1 0
632363 0 41 0 3
278055 1 41 0 7
241573 1 36 1 0
710491 0 19 0 0
647205 1 36 0 3
429941 0 22 0 3
435453 0 27 1 0
530481 1 50 0 0
546785 0 49 1 0
419387 0 31 0 0
423739 0 34 1 0
809922 0 50 0 0
732307 1 47 1 5
897132 0 26 1 0
858157 0 19 1 0
135358 0 40 0 0
402146 1 28 1 3
662902 0 27 1 0
540858 1 50 1 0
730432 0 26 1 3
124996 1 26 0 7
809060 0 50 1 3
278006 1 49 0 3
355616 0 27 1 0
133587 0 19 1 0
331911 1 20 0 7
228334 0 26 1 0
316884 0 31 1 0
186574 0 29 1 0
235630 0 39 0 0
766602 0 20 0 0
380666 1 50 1 5
139759 1 40 0 7
219134 1 29 1 5
263877 0 29 1 5
132762 0 47 0 0
762669 0 29 0 0
642371 0 24 0 3
130412 1 32 1 3
600460 0 23 1 0
143406 0 51 0 0
783643 0 37 0 7
116998 1 54 0 0
112037 0 40 1 0
793066 1 33 0 7
850179 0 53 0 0
461731 1 35 0 0
306504 0 38 1 0
813818 0 33 1 0
618534 0 21 1 0
607908 0 45 0 3
832331 0 24 0 5
588221 0 49 0 0
255983 0 29 1 0
844507 0 55 0 0
352905 1 23 0 3
228645 0 26 0 0
606036 0 23 1 0
248608 1 18 0 3
675655 0 32 0 0
439307 1 22 1 0
859467 0 19 1 0
751875 1 28 1 3
316083 0 53 0 0
511344 0 52 0 3
472829 0 21 0 0
559213 1 45 0 3
848477 0 40 0 0
406029 0 40 0 0
153675 0 24 1 3
625989 0 27 0 3
216788 0 41 0 0
119126 1 52 1 0
635744 1 30 0 0
659307 0 22 1 0
884123 1 34 1 3
435521 0 29 1 0
323615 0 35 1 0
561194 0 55 0 0
590695 1 32 1 5
450677 0 27 1 0
145025 0 28 0 0
148350 0 25 1 0
500144 1 35 0 0
710324 0 33 0 0
233003 0 21 0 0
888667 0 37 0 0
415281 0 25 0 0
841553 1 26 0 5
209863 0 24 0 3
678409 0 24 0 0
652221 1 49 1 3
899087 0 26 1 0
624727 0 40 1 0
492113 0 55 0 0
748028 1 39 1 0
629560 0 32 1 0
632518 1 32 0 0
487095 0 53 1 0
724998 0 36 0 7
482861 1 55 0 7
642739 0 47 0 0
607724 0 45 0 0
820609 0 44 1 0
637486 0 38 1 0
762620 0 21 0 0
588501 0 40 1 0
649103 1 31 1 3
857680 1 39 1 0
411946 0 32 0 7
375983 1 47 0 5
539959 0 34 0 3
872624 0 36 1 0
429381 0 42 1 0
443623 0 45 0 0
256459 1 55 1 7
412087 1 22 0 7
506358 0 26 1 0
887974 0 20 0 0
391507 1 18 0 7
106858 1 39 1 3
360005 1 40 0 7
327204 1 49 1 3
693330 0 27 1 0
752570 0 45 1 0
351867 1 34 0 7
221454 1 26 0 5
124913 0 33 0 0
382996 0 18 0 3
813413 0 49 1 0
448248 0 20 0 0
362705 0 38 1 0
632553 0 19 1 0
875280 0 36 0 0
488383 1 53 0 0
439152 0 34 1 0
798008 1 44 1 3
205726 0 23 0 0
290714 0 34 1 0
170290 1 45 1 7
867788 0 22 1 0
200701 1 44 0 5
889506 0 30 1 0
660577 1 19 1 3
294312 0 38 1 3
684971 1 27 0 0
457707 0 24 1 0
734650 1 20 1 5
389243 1 50 1 0
863922 0 45 1 3
656318 0 26 0 0
491363 0 45 0 0
184709 1 27 1 0
198505 0 48 1 0
860286 0 49 1 0
567134 0 22 0 0
565508 1 32 1 0
489522 0 40 1 0
798160 1 21 0 0
855202 1 49 1 3
200670 0 41 1 0
568788 0 34 0 5
590670 0 27 0 5
886997 0 28 0 0
627341 1 33 1 0
332858 0 49 0 0
394603 0 23 0 0
364935 0 38 0 3
594163 0 39 0 0
114475 0 47 1 5
172577 0 18 1 0
762341 0 30 0 0
783924 0 19 0 3
675622 0 19 1 0
600200 0 52 0 0
259326 1 42 0 3
546876 0 46 0 0
139013 0 20 1 0
564378 0 35 1 0
524867 0 20 0 3
155565 0 40 1 0
105198 0 21 0 0
184297 0 32 0 0
714178 1 43 1 7
596411 0 52 1 3
355585 1 36 1 5
266120 1 36 1 7
406087 0 42 0 3
242962 1 33 0 5
498659 1 22 1 3
449705 0 50 0 5
190119 1 51 0 5
606840 1 50 0 0
296051 1 25 0 5
156772 1 35 0 5
121328 0 42 0 0
481803 1 46 1 0
743629 1 50 0 7
821074 0 34 0 0
807154 0 32 0 0
281690 1 42 1 7
222158 0 41 0 0
389936 0 27 1 0
606114 0 26 1 0
331745 0 41 1 0
573366 1 46 1 3
550602 0 28 1 0
856573 1 46 0 3
421181 1 34 0 3
441445 0 47 0 3
390774 0 30 1 7
272795 0 37 0 0
250045 0 55 0 3
835759 0 35 0 0
354418 0 39 1 0
625186 0 24 1 0
163636 0 31 1 7
347434 1 27 1 7
232980 0 51 1 0
202711 0 22 0 0
616613 1 36 0 5
591595 1 55 0 3
851965 0 40 1 0
432916 1 26 0 3
656237 0 27 1 0
749919 1 42 1 5
523691 1 37 1 5
374109 0 35 0 0
605731 0 55 0 0
164094 1 49 1 0
170464 0 37 1 0
870997 1 47 0 3
669806 0 21 0 0
762344 0 35 1 0
132417 0 54 0 0
128112 0 38 0 0
734203 1 55 0 0
760912 1 26 1 0
574067 0 30 0 0
879639 0 37 1 0
475804 1 22 0 0
188661 0 39 0 0
620412 0 39 0 7
708744 0 51 1 3
841386 0 29 1 0
102966 0 26 1 0
476285 0 41 0 0
187550 0 48 0 3
243306 1 38 0 3
230299 0 47 0 0
606263 1 53 1 5
266246 1 39 1 5
861787 0 37 0 0
102578 1 48 1 3
540422 0 34 1 0
895537 0 22 1 0
744324 0 46 1 3
330894 0 32 0 3
437354 1 46 0 7
244521 0 37 0 3
379325 0 36 1 0
878611 1 34 0 3
589457 1 55 0 7
607828 0 21 0 3
715793 0 26 1 0
620215 1 32 0 0
307955 0 24 0 0
453863 1 35 1 0
595051 0 21 0 5
758293 0 19 0 0
648877 1 22 1 5
371382 1 35 1 3
649328 0 24 0 5
394528 0 40 1 0
310539 0 28 1 0
718607 1 51 0 7
349854 0 41 1 3
158479 0 21 1 0
251567 0 34 1 3
308938 1 23 1 7
665115 0 44 0 0
291056 0 47 0 0
317969 1 20 0 7
254321 0 20 0 0
684294 1 18 1 0
230081 1 36 1 5
451302 0 25 1 0
527080 1 49 0 5
520055 1 42 0 3
216216 0 22 0 0
268648 0 41 1 3
674194 0 21 1 3
652658 0 36 0 0
775289 0 45 1 5
639628 1 47 0 0
781441 0 27 0 0
840739 1 46 0 7
690492 1 53 0 3
191978 0 24 1 0
875538 0 36 1 0
655619 1 23 1 0
163564 1 48 1 0
685949 0 20 1 3
816690 0 41 0 0
553808 1 36 0 3
871838 1 30 0 0
546902 0 49 1 0
794725 1 46 0 7
768329 0 44 0 0
334135 0 22 1 0
854569 1 39 1 5
754737 0 48 0 0
715751 1 45 0 0
436010 0 48 0 0
587631 1 51 0 3
551356 0 32 1 0
517332 1 44 1 0
439855 0 19 1 0
149273 0 21 0 0
617513 0 45 0 0
803195 0 27 0 0
730833 0 23 1 0
162626 1 35 1 7
650873 1 44 0 0
191174 0 28 1 0
523459 1 52 0 3
776684 0 26 1 0
423872 0 39 1 0
351274 0 22 1 0
562501 1 53 0 3
309649 0 34 1 0
194759 0 44 0 0
664457 1 31 1 7
296456 0 45 1 0
236486 0 20 0 0
798177 1 23 0 7
861129 0 55 0 0
363758 0 45 1 7
200702 0 45 1 0
709425 0 52 0 0
672325 0 32 1 0
478872 0 38 0 0
865643 1 55 1 5
759401 0 30 0 0
646565 1 52 0 7
658270 1 40 1 0
718121 1 31 1 7
518481 0 32 1 0
562394 1 35 1 0
436024 0 19 1 0
248695 0 39 0 0
402171 0 38 0 0
405012 1 39 0 3
188580 1 52 1 7
587801 0 27 0 0
683239 0 47 0 0
608065 0 20 1 3
113771 1 50 0 7
539192 0 25 0 0
373256 0 32 0 5
357979 0 26 1 0
360294 1 39 1 0
291163 0 35 0 0
619418 1 39 1 0
541618 1 29 0 0
344943 0 27 0 3
359276 0 32 0 0
333228 0 36 1 5
746889 0 22 1 0
427050 1 52 1 7
414359 1 50 1 0
870704 0 40 1 0
846117 0 46 1 3
743770 0 29 1 0
795972 0 23 0 0
431445 1 24 1 5
550748 0 26 0 0
339660 1 46 0 5
